timestamp,src_ip,dst_ip,event_type,severity,vuln_count,asset_id,asset_criticality,past_incidents,auth_failures,malware_alerts,anomalous_bytes,label_high_risk
2025-09-01T18:24:35.354899,10.0.151.152,172.16.80.68,normal,medium,2,asset-037,3,1,0,1,0.166,1
2025-09-01T19:24:35.354899,10.0.75.239,172.16.50.230,brute_force,low,4,asset-045,2,0,6,0,0.625,0
2025-09-01T20:24:35.354899,10.0.208.112,172.16.128.114,port_scan,medium,1,asset-013,3,0,0,3,1.074,0
2025-09-01T21:24:35.354899,10.0.157.127,172.16.74.150,vuln_found,low,3,asset-019,3,4,2,2,1.671,0
2025-09-01T22:24:35.354899,10.0.7.145,172.16.189.127,port_scan,high,4,asset-027,4,3,1,1,0.115,0
2025-09-01T23:24:35.354899,10.0.151.97,172.16.203.129,normal,medium,9,asset-024,2,5,0,2,1.925,1
2025-09-02T00:24:35.354899,10.0.181.151,172.16.207.40,data_exfil,low,2,asset-047,1,1,0,1,25.141,0
2025-09-02T01:24:35.354899,10.0.10.203,172.16.239.127,malware_alert,high,4,asset-037,3,0,0,7,0.303,0
2025-09-02T02:24:35.354899,10.0.59.78,172.16.226.114,normal,medium,7,asset-022,3,2,3,1,0.09,0
2025-09-02T03:24:35.354899,10.0.66.12,172.16.121.254,malware_alert,low,3,asset-008,5,1,2,8,0.511,1
2025-09-02T04:24:35.354899,10.0.127.37,172.16.62.63,normal,high,3,asset-016,5,0,0,1,0.727,1
2025-09-02T05:24:35.354899,10.0.102.170,172.16.87.143,brute_force,low,0,asset-018,4,2,3,2,0.863,0
2025-09-02T06:24:35.354899,10.0.67.205,172.16.128.136,normal,medium,2,asset-046,4,0,2,1,1.034,0
2025-09-02T07:24:35.354899,10.0.194.81,172.16.222.22,malware_alert,low,1,asset-006,5,0,1,4,0.491,0
2025-09-02T08:24:35.354899,10.0.225.92,172.16.215.156,brute_force,low,2,asset-034,5,0,5,0,0.062,0
2025-09-02T09:24:35.354899,10.0.23.47,172.16.194.25,malware_alert,low,3,asset-047,4,0,1,2,0.571,0
2025-09-02T10:24:35.354899,10.0.190.225,172.16.22.62,malware_alert,high,4,asset-031,4,0,1,4,0.463,0
2025-09-02T11:24:35.354899,10.0.97.186,172.16.104.204,vuln_found,medium,5,asset-027,1,0,1,4,0.926,0
2025-09-02T12:24:35.354899,10.0.186.248,172.16.56.65,normal,medium,3,asset-009,4,1,3,4,1.423,0
2025-09-02T13:24:35.354899,10.0.147.51,172.16.218.22,normal,medium,6,asset-040,3,0,2,1,0.015,0
2025-09-02T14:24:35.354899,10.0.38.251,172.16.121.84,phishing_click,medium,0,asset-008,4,0,0,0,0.527,0
2025-09-02T15:24:35.354899,10.0.206.193,172.16.26.245,port_scan,low,1,asset-041,1,1,4,2,1.35,1
2025-09-02T16:24:35.354899,10.0.210.39,172.16.25.143,port_scan,high,1,asset-014,5,3,0,1,0.522,1
2025-09-02T17:24:35.354899,10.0.69.6,172.16.12.40,vuln_found,medium,6,asset-025,4,0,0,0,0.861,0
2025-09-02T18:24:35.354899,10.0.37.175,172.16.204.214,vuln_found,medium,6,asset-031,5,1,1,1,0.247,0
2025-09-02T19:24:35.354899,10.0.144.120,172.16.72.74,normal,medium,2,asset-006,3,2,0,2,2.8,0
2025-09-02T20:24:35.354899,10.0.18.72,172.16.134.108,data_exfil,medium,2,asset-050,1,0,2,2,15.332,0
2025-09-02T21:24:35.354899,10.0.56.242,172.16.141.83,malware_alert,low,7,asset-043,2,0,1,3,0.546,0
2025-09-02T22:24:35.354899,10.0.52.1,172.16.39.243,vuln_found,low,5,asset-009,4,1,0,0,1.216,0
2025-09-02T23:24:35.354899,10.0.123.132,172.16.181.133,port_scan,low,2,asset-018,4,1,1,3,0.319,0
2025-09-03T00:24:35.354899,10.0.59.135,172.16.26.96,normal,medium,4,asset-038,2,0,0,0,0.305,0
2025-09-03T01:24:35.354899,10.0.98.168,172.16.197.110,vuln_found,medium,4,asset-023,5,2,1,1,0.256,0
2025-09-03T02:24:35.354899,10.0.17.67,172.16.114.88,brute_force,high,3,asset-009,2,0,5,1,0.296,0
2025-09-03T03:24:35.354899,10.0.189.24,172.16.221.223,vuln_found,medium,1,asset-040,1,0,0,1,0.092,0
2025-09-03T04:24:35.354899,10.0.107.127,172.16.169.41,malware_alert,low,6,asset-017,5,1,3,4,1.212,1
2025-09-03T05:24:35.354899,10.0.246.166,172.16.94.23,data_exfil,low,4,asset-032,5,1,0,0,4.832,0
2025-09-03T06:24:35.354899,10.0.1.61,172.16.61.4,phishing_click,medium,0,asset-011,2,0,0,4,0.642,0
2025-09-03T07:24:35.354899,10.0.104.42,172.16.61.156,port_scan,medium,0,asset-036,2,1,1,1,2.237,0
2025-09-03T08:24:35.354899,10.0.108.230,172.16.186.203,malware_alert,low,3,asset-010,5,1,0,3,0.756,0
2025-09-03T09:24:35.354899,10.0.209.216,172.16.135.97,normal,medium,7,asset-035,4,2,1,0,0.198,0
2025-09-03T10:24:35.354899,10.0.112.242,172.16.46.170,normal,low,3,asset-026,4,2,0,0,0.988,0
2025-09-03T11:24:35.354899,10.0.34.201,172.16.167.72,vuln_found,low,8,asset-033,5,0,2,2,1.035,0
2025-09-03T12:24:35.354899,10.0.111.146,172.16.14.40,vuln_found,high,4,asset-045,1,1,0,0,0.256,0
2025-09-03T13:24:35.354899,10.0.190.195,172.16.146.213,phishing_click,low,7,asset-017,2,0,2,1,0.679,0
2025-09-03T14:24:35.354899,10.0.227.196,172.16.155.128,brute_force,low,4,asset-011,2,3,4,3,1.509,0
2025-09-03T15:24:35.354899,10.0.10.132,172.16.205.122,normal,low,0,asset-044,3,0,2,1,1.224,0
2025-09-03T16:24:35.354899,10.0.0.135,172.16.202.9,normal,high,3,asset-032,4,1,1,2,0.149,0
2025-09-03T17:24:35.354899,10.0.104.231,172.16.9.19,data_exfil,medium,5,asset-022,2,1,1,1,7.712,1
2025-09-03T18:24:35.354899,10.0.162.117,172.16.225.245,phishing_click,low,5,asset-034,3,1,1,0,0.157,0
2025-09-03T19:24:35.354899,10.0.166.27,172.16.233.35,normal,high,2,asset-013,2,1,4,1,0.441,0
2025-09-03T20:24:35.354899,10.0.18.205,172.16.216.27,port_scan,medium,0,asset-012,1,2,1,1,1.85,0
2025-09-03T21:24:35.354899,10.0.142.145,172.16.21.48,vuln_found,medium,5,asset-046,4,0,1,1,1.127,0
2025-09-03T22:24:35.354899,10.0.144.222,172.16.181.154,vuln_found,low,5,asset-010,5,0,0,0,0.304,0
2025-09-03T23:24:35.354899,10.0.162.199,172.16.250.211,brute_force,medium,0,asset-021,2,0,3,1,0.211,0
2025-09-04T00:24:35.354899,10.0.116.135,172.16.4.215,phishing_click,medium,3,asset-027,4,1,0,1,0.685,0
2025-09-04T01:24:35.354899,10.0.141.202,172.16.6.193,port_scan,low,0,asset-029,3,0,2,2,0.504,0
2025-09-04T02:24:35.354899,10.0.246.2,172.16.249.91,normal,medium,0,asset-007,5,0,0,1,0.786,0
2025-09-04T03:24:35.354899,10.0.132.206,172.16.104.103,vuln_found,low,5,asset-003,5,1,2,0,1.003,0
2025-09-04T04:24:35.354899,10.0.45.88,172.16.196.239,phishing_click,medium,1,asset-050,3,1,1,0,0.009,0
2025-09-04T05:24:35.354899,10.0.227.140,172.16.82.15,vuln_found,medium,3,asset-044,4,1,4,2,1.192,0
2025-09-04T06:24:35.354899,10.0.148.207,172.16.228.33,normal,high,7,asset-012,5,1,2,0,0.226,0
2025-09-04T07:24:35.354899,10.0.218.242,172.16.131.80,brute_force,medium,0,asset-005,2,3,2,1,0.482,0
2025-09-04T08:24:35.354899,10.0.224.31,172.16.103.131,phishing_click,medium,2,asset-036,2,3,1,0,0.799,0
2025-09-04T09:24:35.354899,10.0.26.214,172.16.130.233,brute_force,medium,9,asset-011,1,0,2,0,0.958,0
2025-09-04T10:24:35.354899,10.0.198.190,172.16.129.5,malware_alert,low,1,asset-042,4,0,2,4,0.261,0
2025-09-04T11:24:35.354899,10.0.243.136,172.16.239.4,malware_alert,medium,2,asset-046,3,1,0,3,0.038,0
2025-09-04T12:24:35.354899,10.0.73.8,172.16.245.79,port_scan,medium,2,asset-015,2,1,1,0,0.116,0
2025-09-04T13:24:35.354899,10.0.39.223,172.16.172.232,normal,high,9,asset-006,2,2,0,0,0.152,0
2025-09-04T14:24:35.354899,10.0.78.12,172.16.179.210,port_scan,medium,2,asset-035,2,1,3,1,0.089,0
2025-09-04T15:24:35.354899,10.0.23.231,172.16.235.71,data_exfil,low,9,asset-018,2,0,0,0,8.897,0
2025-09-04T16:24:35.354899,10.0.83.198,172.16.45.29,vuln_found,low,2,asset-047,3,1,3,1,1.945,0
2025-09-04T17:24:35.354899,10.0.200.117,172.16.2.34,malware_alert,medium,5,asset-050,3,1,0,5,0.464,0
2025-09-04T18:24:35.354899,10.0.220.76,172.16.157.194,data_exfil,low,3,asset-044,1,0,1,1,11.431,0
2025-09-04T19:24:35.354899,10.0.179.36,172.16.25.93,malware_alert,low,5,asset-028,3,2,2,6,0.529,0
2025-09-04T20:24:35.354899,10.0.55.18,172.16.121.174,port_scan,low,0,asset-021,5,0,0,1,1.02,0
2025-09-04T21:24:35.354899,10.0.143.168,172.16.250.192,port_scan,medium,1,asset-018,2,2,2,0,0.576,0
2025-09-04T22:24:35.354899,10.0.212.125,172.16.150.20,port_scan,medium,5,asset-047,3,1,0,1,0.75,1
2025-09-04T23:24:35.354899,10.0.33.249,172.16.221.111,vuln_found,medium,6,asset-048,5,2,3,1,0.428,0
2025-09-05T00:24:35.354899,10.0.206.83,172.16.140.73,brute_force,low,0,asset-001,2,4,4,0,1.008,0
2025-09-05T01:24:35.354899,10.0.38.114,172.16.159.83,brute_force,medium,4,asset-028,3,0,6,0,0.138,0
2025-09-05T02:24:35.354899,10.0.89.70,172.16.145.253,malware_alert,medium,8,asset-049,1,1,0,1,0.366,1
2025-09-05T03:24:35.354899,10.0.253.146,172.16.114.40,normal,low,0,asset-038,2,2,0,1,0.137,0
2025-09-05T04:24:35.354899,10.0.253.9,172.16.218.72,vuln_found,high,8,asset-021,3,1,1,1,0.644,0
2025-09-05T05:24:35.354899,10.0.107.218,172.16.197.186,vuln_found,low,4,asset-002,1,0,2,3,0.311,0
2025-09-05T06:24:35.354899,10.0.65.35,172.16.214.76,phishing_click,low,6,asset-022,4,1,1,3,1.707,0
2025-09-05T07:24:35.354899,10.0.88.38,172.16.106.114,port_scan,low,6,asset-022,1,2,0,0,0.743,0
2025-09-05T08:24:35.354899,10.0.31.88,172.16.162.61,vuln_found,low,7,asset-049,4,0,1,1,0.666,0
2025-09-05T09:24:35.354899,10.0.140.19,172.16.57.10,normal,medium,0,asset-038,4,0,1,0,0.389,0
2025-09-05T10:24:35.354899,10.0.103.17,172.16.233.237,phishing_click,medium,1,asset-020,5,0,1,2,0.605,0
2025-09-05T11:24:35.354899,10.0.242.2,172.16.201.20,phishing_click,medium,3,asset-025,5,1,2,2,0.084,0
2025-09-05T12:24:35.354899,10.0.192.70,172.16.237.243,data_exfil,low,5,asset-038,2,0,5,1,4.421,1
2025-09-05T13:24:35.354899,10.0.103.148,172.16.45.132,malware_alert,low,0,asset-050,1,2,0,4,0.593,0
2025-09-05T14:24:35.354899,10.0.114.70,172.16.120.169,vuln_found,medium,6,asset-020,5,0,0,1,0.49,0
2025-09-05T15:24:35.354899,10.0.102.3,172.16.208.32,normal,low,1,asset-015,3,1,2,2,0.358,1
2025-09-05T16:24:35.354899,10.0.81.32,172.16.220.23,brute_force,high,4,asset-022,3,1,3,1,2.241,0
2025-09-05T17:24:35.354899,10.0.52.113,172.16.234.162,normal,medium,3,asset-035,4,0,2,2,1.051,0
2025-09-05T18:24:35.354899,10.0.193.154,172.16.90.87,data_exfil,low,2,asset-027,4,1,0,1,18.566,0
2025-09-05T19:24:35.354899,10.0.14.57,172.16.251.129,normal,high,8,asset-042,1,2,0,1,0.715,0
2025-09-05T20:24:35.354899,10.0.203.31,172.16.55.119,normal,medium,1,asset-036,3,0,2,1,0.579,0
2025-09-05T21:24:35.354899,10.0.216.55,172.16.167.124,data_exfil,high,5,asset-044,2,3,1,0,0.14,0
2025-09-05T22:24:35.354899,10.0.134.48,172.16.101.219,normal,low,4,asset-027,4,1,1,0,1.881,0
2025-09-05T23:24:35.354899,10.0.239.61,172.16.110.219,port_scan,medium,2,asset-032,5,3,1,1,1.088,0
2025-09-06T00:24:35.354899,10.0.148.8,172.16.157.158,malware_alert,low,5,asset-034,4,0,1,1,0.868,0
2025-09-06T01:24:35.354899,10.0.62.79,172.16.50.85,vuln_found,low,10,asset-009,2,1,1,3,0.595,0
2025-09-06T02:24:35.354899,10.0.254.90,172.16.144.157,vuln_found,low,10,asset-011,5,0,2,1,0.444,0
2025-09-06T03:24:35.354899,10.0.16.74,172.16.218.129,brute_force,medium,2,asset-014,4,0,5,1,1.102,0
2025-09-06T04:24:35.354899,10.0.28.2,172.16.216.217,phishing_click,medium,2,asset-048,3,3,1,0,0.962,1
2025-09-06T05:24:35.354899,10.0.107.63,172.16.38.254,port_scan,medium,7,asset-016,4,1,2,0,0.828,0
2025-09-06T06:24:35.354899,10.0.142.43,172.16.184.41,brute_force,high,8,asset-049,1,0,4,1,1.671,1
2025-09-06T07:24:35.354899,10.0.26.89,172.16.233.183,malware_alert,low,3,asset-011,5,1,0,6,2.065,1
2025-09-06T08:24:35.354899,10.0.3.176,172.16.229.164,brute_force,medium,4,asset-022,3,2,5,0,2.739,0
2025-09-06T09:24:35.354899,10.0.175.213,172.16.88.44,normal,high,5,asset-012,3,0,2,0,0.39,0
2025-09-06T10:24:35.354899,10.0.203.141,172.16.148.11,vuln_found,medium,1,asset-017,5,3,1,0,0.299,0
2025-09-06T11:24:35.354899,10.0.133.15,172.16.59.11,data_exfil,low,1,asset-040,5,0,0,0,19.402,0
2025-09-06T12:24:35.354899,10.0.25.16,172.16.90.1,brute_force,high,6,asset-036,4,0,7,0,1.162,0
2025-09-06T13:24:35.354899,10.0.240.12,172.16.189.45,malware_alert,medium,1,asset-016,3,2,1,5,0.003,0
2025-09-06T14:24:35.354899,10.0.185.135,172.16.115.228,port_scan,low,3,asset-031,1,1,1,1,0.976,1
2025-09-06T15:24:35.354899,10.0.75.117,172.16.94.44,vuln_found,medium,7,asset-011,4,3,0,2,0.848,0
2025-09-06T16:24:35.354899,10.0.155.10,172.16.85.75,port_scan,low,7,asset-017,5,0,1,2,1.34,0
2025-09-06T17:24:35.354899,10.0.4.233,172.16.52.104,brute_force,low,0,asset-018,3,0,3,0,0.89,0
2025-09-06T18:24:35.354899,10.0.251.118,172.16.219.166,data_exfil,medium,6,asset-030,4,0,1,0,5.704,0
2025-09-06T19:24:35.354899,10.0.132.50,172.16.252.166,phishing_click,low,5,asset-028,1,1,0,3,0.54,0
2025-09-06T20:24:35.354899,10.0.104.97,172.16.251.193,vuln_found,low,0,asset-044,5,0,0,4,1.304,0
2025-09-06T21:24:35.354899,10.0.218.79,172.16.128.155,vuln_found,medium,2,asset-038,1,1,2,0,0.177,0
2025-09-06T22:24:35.354899,10.0.149.75,172.16.245.47,malware_alert,low,6,asset-028,5,3,0,5,0.06,0
2025-09-06T23:24:35.354899,10.0.88.37,172.16.135.38,malware_alert,low,6,asset-050,2,1,1,4,1.172,1
2025-09-07T00:24:35.354899,10.0.183.170,172.16.68.211,vuln_found,high,0,asset-039,3,2,0,0,0.38,0
2025-09-07T01:24:35.354899,10.0.105.164,172.16.7.20,malware_alert,low,7,asset-035,1,1,0,11,2.045,0
2025-09-07T02:24:35.354899,10.0.41.55,172.16.149.211,brute_force,high,6,asset-025,5,1,4,2,0.097,0
2025-09-07T03:24:35.354899,10.0.1.118,172.16.30.111,brute_force,medium,0,asset-046,4,0,2,2,0.105,0
2025-09-07T04:24:35.354899,10.0.40.42,172.16.192.58,data_exfil,low,2,asset-015,2,0,1,1,5.41,0
2025-09-07T05:24:35.354899,10.0.11.90,172.16.250.98,normal,low,1,asset-006,4,0,1,0,0.897,0
2025-09-07T06:24:35.354899,10.0.67.24,172.16.129.211,phishing_click,medium,5,asset-002,1,4,0,1,0.311,0
2025-09-07T07:24:35.354899,10.0.45.46,172.16.4.165,brute_force,high,3,asset-039,1,4,4,2,0.527,0
2025-09-07T08:24:35.354899,10.0.154.240,172.16.200.53,brute_force,low,0,asset-033,4,0,4,1,0.08,1
2025-09-07T09:24:35.354899,10.0.66.232,172.16.197.224,vuln_found,low,4,asset-047,2,2,0,0,1.936,0
2025-09-07T10:24:35.354899,10.0.156.29,172.16.118.160,brute_force,low,3,asset-032,4,1,5,0,0.624,0
2025-09-07T11:24:35.354899,10.0.158.45,172.16.123.49,normal,low,3,asset-002,1,2,1,0,1.146,0
2025-09-07T12:24:35.354899,10.0.115.76,172.16.55.155,brute_force,medium,0,asset-032,3,1,5,2,1.323,0
2025-09-07T13:24:35.354899,10.0.157.45,172.16.58.169,data_exfil,low,5,asset-005,5,1,1,3,1.46,0
2025-09-07T14:24:35.354899,10.0.192.63,172.16.157.169,normal,low,1,asset-028,2,0,1,0,0.315,0
2025-09-07T15:24:35.354899,10.0.242.183,172.16.188.183,brute_force,low,4,asset-029,5,0,3,4,0.161,0
2025-09-07T16:24:35.354899,10.0.45.146,172.16.127.121,normal,medium,0,asset-004,2,1,2,1,0.975,0
2025-09-07T17:24:35.354899,10.0.115.181,172.16.199.73,phishing_click,low,2,asset-015,5,1,0,1,0.635,1
2025-09-07T18:24:35.354899,10.0.157.196,172.16.20.15,vuln_found,medium,6,asset-044,2,2,1,2,0.545,0
2025-09-07T19:24:35.354899,10.0.31.203,172.16.160.200,malware_alert,low,2,asset-037,1,0,0,3,1.225,0
2025-09-07T20:24:35.354899,10.0.180.232,172.16.202.204,data_exfil,medium,0,asset-042,2,0,1,2,7.789,0
2025-09-07T21:24:35.354899,10.0.159.230,172.16.148.42,brute_force,medium,4,asset-038,3,1,6,1,1.212,0
2025-09-07T22:24:35.354899,10.0.245.196,172.16.26.227,vuln_found,medium,9,asset-020,2,1,1,0,0.561,0
2025-09-07T23:24:35.354899,10.0.212.17,172.16.244.193,vuln_found,low,0,asset-013,3,1,0,2,0.509,0
2025-09-08T00:24:35.354899,10.0.57.254,172.16.33.25,phishing_click,low,0,asset-041,5,0,2,2,0.387,0
2025-09-08T01:24:35.354899,10.0.195.228,172.16.191.40,port_scan,medium,6,asset-017,1,4,1,0,0.188,0
2025-09-08T02:24:35.354899,10.0.104.247,172.16.12.246,normal,medium,5,asset-049,4,1,3,0,0.692,0
2025-09-08T03:24:35.354899,10.0.62.232,172.16.87.190,port_scan,low,4,asset-015,4,0,1,1,0.485,0
2025-09-08T04:24:35.354899,10.0.170.140,172.16.92.184,normal,medium,9,asset-035,3,1,3,1,0.364,0
2025-09-08T05:24:35.354899,10.0.26.159,172.16.168.132,port_scan,high,0,asset-044,5,1,4,2,1.95,0
2025-09-08T06:24:35.354899,10.0.198.19,172.16.164.173,normal,medium,4,asset-029,2,2,2,1,0.028,0
2025-09-08T07:24:35.354899,10.0.29.45,172.16.115.94,normal,medium,6,asset-031,4,0,0,1,0.994,0
2025-09-08T08:24:35.354899,10.0.239.85,172.16.156.69,brute_force,medium,2,asset-037,2,2,3,2,0.599,0
2025-09-08T09:24:35.354899,10.0.158.209,172.16.214.148,vuln_found,medium,1,asset-006,5,0,0,3,0.008,1
2025-09-08T10:24:35.354899,10.0.31.33,172.16.54.50,phishing_click,medium,13,asset-047,2,0,2,0,1.335,0
2025-09-08T11:24:35.354899,10.0.52.80,172.16.54.57,vuln_found,low,5,asset-029,1,0,1,0,1.132,0
2025-09-08T12:24:35.354899,10.0.81.132,172.16.136.216,normal,high,1,asset-018,3,0,0,1,1.148,0
2025-09-08T13:24:35.354899,10.0.68.224,172.16.142.162,port_scan,medium,11,asset-015,1,1,1,0,0.487,0
2025-09-08T14:24:35.354899,10.0.225.198,172.16.202.221,vuln_found,low,7,asset-039,1,0,1,0,1.31,0
2025-09-08T15:24:35.354899,10.0.24.68,172.16.58.141,malware_alert,medium,9,asset-036,1,0,1,5,0.392,0
2025-09-08T16:24:35.354899,10.0.196.166,172.16.231.89,brute_force,low,0,asset-032,4,2,2,0,1.011,0
2025-09-08T17:24:35.354899,10.0.250.127,172.16.40.79,phishing_click,medium,4,asset-042,1,1,0,1,0.146,0
2025-09-08T18:24:35.354899,10.0.212.41,172.16.3.170,vuln_found,low,2,asset-004,4,2,0,3,0.035,0
2025-09-08T19:24:35.354899,10.0.122.175,172.16.174.245,phishing_click,medium,6,asset-013,5,1,0,1,1.073,0
2025-09-08T20:24:35.354899,10.0.157.167,172.16.250.217,normal,medium,7,asset-005,2,3,0,1,0.608,0
2025-09-08T21:24:35.354899,10.0.131.189,172.16.179.241,normal,high,11,asset-020,4,0,1,0,0.502,0
2025-09-08T22:24:35.354899,10.0.66.32,172.16.70.6,normal,high,3,asset-037,1,2,0,1,0.829,0
2025-09-08T23:24:35.354899,10.0.199.135,172.16.118.99,normal,high,5,asset-024,5,0,1,0,0.328,0
2025-09-09T00:24:35.354899,10.0.60.206,172.16.27.226,data_exfil,low,4,asset-016,2,1,1,0,3.642,0
2025-09-09T01:24:35.354899,10.0.19.13,172.16.108.4,vuln_found,low,3,asset-015,1,0,2,0,0.103,0
2025-09-09T02:24:35.354899,10.0.240.25,172.16.175.204,brute_force,medium,3,asset-007,3,0,2,0,0.611,1
2025-09-09T03:24:35.354899,10.0.5.163,172.16.97.36,phishing_click,low,6,asset-043,2,0,0,2,1.808,0
2025-09-09T04:24:35.354899,10.0.51.242,172.16.142.105,vuln_found,low,7,asset-028,5,3,0,1,0.085,0
2025-09-09T05:24:35.354899,10.0.251.17,172.16.63.81,normal,low,7,asset-034,1,0,0,0,0.554,0
2025-09-09T06:24:35.354899,10.0.192.40,172.16.199.25,malware_alert,low,0,asset-048,3,0,2,4,0.966,0
2025-09-09T07:24:35.354899,10.0.139.115,172.16.130.11,vuln_found,medium,3,asset-035,4,0,4,0,0.411,1
2025-09-09T08:24:35.354899,10.0.168.250,172.16.100.108,port_scan,high,7,asset-008,4,0,2,1,1.304,0
2025-09-09T09:24:35.354899,10.0.174.51,172.16.22.185,data_exfil,low,0,asset-040,3,1,1,0,8.338,0
2025-09-09T10:24:35.354899,10.0.154.38,172.16.249.117,normal,low,0,asset-036,4,1,0,1,0.158,0
2025-09-09T11:24:35.354899,10.0.37.215,172.16.132.9,normal,medium,5,asset-022,3,0,0,1,1.101,1
2025-09-09T12:24:35.354899,10.0.11.38,172.16.144.130,normal,low,8,asset-032,3,0,2,1,1.332,0
2025-09-09T13:24:35.354899,10.0.210.170,172.16.21.213,port_scan,medium,10,asset-008,2,2,1,0,1.373,0
2025-09-09T14:24:35.354899,10.0.118.110,172.16.80.91,vuln_found,medium,2,asset-002,1,1,0,3,0.325,0
2025-09-09T15:24:35.354899,10.0.94.213,172.16.47.19,normal,high,11,asset-050,4,1,1,0,0.701,0
2025-09-09T16:24:35.354899,10.0.167.167,172.16.48.191,normal,low,9,asset-009,1,0,1,0,1.452,0
2025-09-09T17:24:35.354899,10.0.229.236,172.16.218.231,port_scan,medium,4,asset-035,2,0,2,1,0.136,0
2025-09-09T18:24:35.354899,10.0.214.23,172.16.19.177,normal,low,2,asset-006,4,1,1,1,0.642,0
2025-09-09T19:24:35.354899,10.0.60.97,172.16.187.220,normal,low,2,asset-002,4,2,1,2,0.67,0
2025-09-09T20:24:35.354899,10.0.221.97,172.16.67.109,port_scan,medium,0,asset-019,1,1,0,2,2.607,0
2025-09-09T21:24:35.354899,10.0.26.130,172.16.212.120,malware_alert,low,0,asset-030,4,2,0,10,0.986,0
2025-09-09T22:24:35.354899,10.0.171.223,172.16.64.75,malware_alert,medium,3,asset-046,3,1,1,6,0.761,0
2025-09-09T23:24:35.354899,10.0.106.35,172.16.140.160,phishing_click,medium,3,asset-007,5,1,1,0,0.894,0
2025-09-10T00:24:35.354899,10.0.30.184,172.16.162.245,malware_alert,low,3,asset-019,4,1,2,1,0.485,0
2025-09-10T01:24:35.354899,10.0.105.199,172.16.66.21,brute_force,medium,4,asset-007,2,1,4,2,0.563,0
2025-09-10T02:24:35.354899,10.0.164.99,172.16.30.129,port_scan,low,7,asset-012,2,0,1,0,0.537,0
2025-09-10T03:24:35.354899,10.0.187.120,172.16.25.184,malware_alert,high,0,asset-013,3,3,0,7,0.559,0
2025-09-10T04:24:35.354899,10.0.173.145,172.16.146.30,phishing_click,medium,8,asset-047,2,1,2,3,1.265,0
2025-09-10T05:24:35.354899,10.0.69.252,172.16.92.67,port_scan,medium,9,asset-014,3,0,1,4,0.503,1
2025-09-10T06:24:35.354899,10.0.67.148,172.16.135.223,vuln_found,high,8,asset-030,1,0,1,1,0.379,0
2025-09-10T07:24:35.354899,10.0.3.120,172.16.162.186,normal,low,1,asset-045,5,1,1,0,0.009,0
2025-09-10T08:24:35.354899,10.0.3.131,172.16.59.22,vuln_found,low,6,asset-018,2,1,0,0,1.846,1
2025-09-10T09:24:35.354899,10.0.13.143,172.16.10.184,malware_alert,high,1,asset-016,4,1,0,7,0.39,1
2025-09-10T10:24:35.354899,10.0.134.240,172.16.152.112,malware_alert,high,0,asset-018,2,0,0,5,1.168,1
2025-09-10T11:24:35.354899,10.0.3.244,172.16.89.209,vuln_found,medium,0,asset-039,3,2,2,1,0.073,0
2025-09-10T12:24:35.354899,10.0.78.205,172.16.251.254,vuln_found,medium,9,asset-012,1,0,0,3,1.486,0
2025-09-10T13:24:35.354899,10.0.139.28,172.16.77.3,malware_alert,low,1,asset-045,2,1,0,3,0.784,0
2025-09-10T14:24:35.354899,10.0.86.70,172.16.63.1,normal,low,9,asset-022,3,1,1,0,0.316,0
2025-09-10T15:24:35.354899,10.0.13.99,172.16.166.7,data_exfil,low,2,asset-011,5,1,2,3,31.186,0
2025-09-10T16:24:35.354899,10.0.189.168,172.16.148.252,normal,low,3,asset-038,2,0,0,0,0.215,0
2025-09-10T17:24:35.354899,10.0.183.182,172.16.201.205,vuln_found,medium,3,asset-015,3,3,0,1,1.973,0
2025-09-10T18:24:35.354899,10.0.165.10,172.16.25.117,phishing_click,low,12,asset-045,5,0,1,1,0.648,0
2025-09-10T19:24:35.354899,10.0.49.227,172.16.224.208,vuln_found,high,0,asset-025,3,0,0,3,1.072,1
2025-09-10T20:24:35.354899,10.0.148.154,172.16.109.40,phishing_click,low,0,asset-037,2,2,2,1,0.234,0
2025-09-10T21:24:35.354899,10.0.81.9,172.16.63.70,brute_force,high,3,asset-045,2,3,4,0,0.628,0
2025-09-10T22:24:35.354899,10.0.77.16,172.16.194.3,normal,medium,2,asset-034,5,2,1,2,1.487,0
2025-09-10T23:24:35.354899,10.0.122.112,172.16.214.21,port_scan,low,5,asset-019,4,1,0,0,0.142,0
2025-09-11T00:24:35.354899,10.0.91.121,172.16.123.209,normal,high,9,asset-015,3,0,2,0,0.144,0
2025-09-11T01:24:35.354899,10.0.147.157,172.16.74.16,data_exfil,low,6,asset-005,3,2,1,0,9.526,0
2025-09-11T02:24:35.354899,10.0.249.49,172.16.29.142,vuln_found,medium,2,asset-005,3,2,0,2,0.51,0
2025-09-11T03:24:35.354899,10.0.101.49,172.16.196.162,brute_force,low,0,asset-016,4,1,6,0,0.593,0
2025-09-11T04:24:35.354899,10.0.202.248,172.16.68.102,brute_force,low,2,asset-002,5,2,2,3,2.706,0
2025-09-11T05:24:35.354899,10.0.212.95,172.16.147.181,brute_force,low,1,asset-012,4,4,2,1,1.773,0
2025-09-11T06:24:35.354899,10.0.22.83,172.16.118.135,data_exfil,low,6,asset-002,2,0,0,0,3.49,1
2025-09-11T07:24:35.354899,10.0.247.28,172.16.246.16,malware_alert,medium,3,asset-035,1,2,1,2,0.344,0
